EmployeeID,Age,Resigned,BusinessTravel,BusinessUnit,EducationLevel,Gender,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,AverageWeeklyHoursWorked,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInRole,YearsSinceLastPromotion,YearsWithCurrManager
5073,42,No,Non-Travel,Consultants,2.0,Female,3.0,Divorced,5265.0,2,No,16,3,40.0,11,5,3.0,5,3,0,2
4139,38,No,Travel_Rarely,Consultants,4.0,Male,3.0,Married,6553.0,9,No,14,3,40.0,14,3,3.0,1,0,0,0
4116,38,No,Travel_Rarely,Consultants,3.0,Male,4.0,Married,6261.0,3,No,18,3,40.0,9,3,1.0,7,7,1,7
9786,27,No,Travel_Frequently,Consultants,1.0,Male,1.0,Married,4298.0,5,No,19,3,40.0,6,1,3.0,2,2,2,0
8350,49,No,Non-Travel,Consultants,4.0,Male,4.0,Divorced,6804.0,1,Yes,15,3,48.0,7,0,3.0,7,7,1,7
3296,34,No,Travel_Frequently,Consultants,4.0,Male,3.0,Divorced,3815.0,1,Yes,17,3,45.0,5,4,4.0,5,3,2,0
9998,40,No,Travel_Rarely,Consultants,2.0,Male,4.0,Married,2741.0,8,Yes,15,3,46.0,15,2,4.0,7,2,3,7
4006,38,Yes,Travel_Rarely,Consultants,1.0,Male,1.0,Married,6673.0,7,Yes,19,3,50.0,17,2,3.0,1,0,0,0
5563,29,Yes,Travel_Rarely,Sales,3.0,Female,4.0,Married,7639.0,1,No,22,4,40.0,10,3,2.0,10,4,1,9
8579,22,No,Travel_Rarely,Consultants,3.0,Male,2.0,Divorced,2328.0,1,Yes,16,3,53.0,4,2,2.0,4,2,2,2
5092,36,No,Travel_Frequently,Consultants,1.0,Female,4.0,Single,2153.0,1,No,13,3,40.0,8,2,3.0,8,1,1,7
2235,40,No,Non-Travel,Consultants,5.0,Male,4.0,Married,4876.0,9,No,14,3,40.0,5,5,1.0,3,2,0,2
8260,46,No,Travel_Rarely,Consultants,4.0,Male,1.0,       Divorced,9396.0,7,No,16,3,40.0,17,3,3.0,4,2,0,3
2604,32,Yes,Travel_Rarely,Sales,4.0,Male,4.0,Married,10400.0,1,No,11,3,40.0,14,2,2.0,14,8,9,8
1828,30,No,Non-Travel,Consultants,1.0,Male,3.0,Single,8474.0,1,No,22,4,40.0,12,2,3.0,11,8,5,8
1241,27,No,Travel_Frequently,Sales,3.0,Female,3.0,Single,9981.0,1,No,14,3,40.0,7,2,3.0,7,7,0,7
2528,51,No,Travel_Rarely,Consultants,4.0,Male,2.0,Married,12490.0,5,No,16,3,40.0,16,5,1.0,10,9,4,7
4872,30,Yes,Travel_Rarely,Consultants,3.0,Female,1.0,Single,2657.0,5,Yes,11,3,51.0,8,5,3.0,5,2,0,4
3724,41,No,Travel_Rarely,Sales,3.0,Female,4.0,Single,13591.0,3,Yes,18,3,49.0,16,3,3.0,1,0,0,0
7658,30,Yes,Travel_Frequently,Sales,4.0,Female,1.0,Single,6696.0,5,No,15,3,40.0,9,5,2.0,6,3,0,1
8956,29,Yes,Travel_Rarely,Consultants,3.0,Male,3.0,Single,2058.0,0,No,14,3,40.0,7,1,2.0,6,2,1,5
8886,45,No,Non-Travel,Sales,3.0,Female,4.0,Single,8865.0,6,No,12,3,40.0,23,2,3.0,19,7,12,8
4502,54,No,Travel_Rarely,Sales,3.0,Female,1.0,Married,5940.0,2,No,14,3,40.0,16,4,3.0,6,2,0,5
7570,36,No,Travel_Rarely,Consultants,2.0,Male,2.0,Single,5914.0,8,No,16,3,40.0,16,3,4.0,13,11,3,7
1960,33,No,Travel_Rarely,Consultants,4.0,Female,2.0,Married,2622.0,6,No,21,4,40.0,7,3,3.0,3,2,1,1
3697,37,No,Travel_Frequently,Consultants,3.0,Male,4.0,Divorced,12185.0,1,Yes,14,3,48.0,10,1,3.0,10,8,0,7
7209,38,No,Travel_Rarely,Sales,3.0,Male,3.0,Divorced,10609.0,0,No,12,3,40.0,17,6,2.0,16,10,5,13
1035,31,No,Non-Travel,Consultants,4.0,Male,3.0,Married,4345.0,0,No,12,3,40.0,6,2,3.0,5,4,1,4
7396,59,No,Travel_Rarely,Consultants,3.0,Male,4.0,Married,2177.0,3,No,17,3,40.0,7,6,3.0,1,0,0,0
5345,37,No,Travel_Frequently,Sales,4.0,Male,4.0,Divorced,2793.0,4,No,17,3,40.0,13,2,3.0,9,8,5,8
8454,29,No,Travel_Frequently,Sales,1.0,Female,4.0,Married,7918.0,1,No,14,3,40.0,11,5,3.0,11,10,4,1
5673,35,No,Travel_Frequently,Sales,3.0,    Female,3.0,Single,8789.0,1,No,14,3,40.0,10,3,4.0,10,7,0,8
7930,29,Yes,Travel_Rarely,Consultants,1.0,Male,4.0,Single,2389.0,1,Yes,13,3,53.0,4,3,2.0,4,3,0,1
8973,52,No,Travel_Rarely,Consultants,3.0,Female,4.0,Single,3212.0,7,No,15,3,40.0,6,3,2.0,2,2,2,2
3536,42,No,Travel_Rarely,Consultants,2.0,Male,4.0,Married,19232.0,1,No,11,3,40.0,22,3,3.0,22,17,11,15
4111,59,No,Travel_Rarely,Business Operations,2.0,Male,3.0,Married,2267.0,8,No,17,3,40.0,7,2,2.0,2,2,2,2
5861,50,No,Travel_Rarely,Sales,4.0,Female,4.0,Divorced,19517.0,3,No,11,3,40.0,32,3,2.0,7,0,0,6
4566,33,Yes,Travel_Rarely,Consultants,3.0,Male,4.0,Married,2436.0,5,Yes,13,3,67.0,8,2,1.0,5,4,0,4
1958,43,No,Travel_Rarely,Sales,3.0,Female,4.0,Married,16064.0,5,Yes,22,4,48.0,22,3,3.0,17,13,1,9
1998,33,Yes,Travel_Rarely,Consultants,2.0,Female,1.0,Married,2707.0,7,No,20,4,40.0,13,3,4.0,9,7,1,7
6138,52,No,Non-Travel,Sales,4.0,Male,3.0,Single,19068.0,1,Yes,18,3,46.0,33,2,4.0,33,7,15,12
1936,32,No,Travel_Rarely,Sales,2.0,Female,2.0,Married,3931.0,2,No,11,3,40.0,6,5,3.0,4,3,1,2
1821,32,Yes,Travel_Rarely,Consultants,3.0,Male,3.0,Single,3730.0,0,Yes,14,3,66.0,4,2,1.0,3,2,1,2
8811,39,No,Travel_Rarely,Consultants,4.0,Female,3.0,Divorced,2232.0,7,No,14,3,40.0,7,1,3.0,3,2,1,2
9238,32,No,Non-Travel,Sales,4.0,Male,4.0,Married,4465.0,0,No,18,3,40.0,4,2,3.0,3,2,2,2
9701,41,No,Travel_Rarely,Consultants,2.0,Male,1.0,Divorced,3072.0,2,No,16,3,40.0,17,2,2.0,1,0,0,0
3579,40,No,Travel_Rarely,Consultants,2.0,Male,4.0,Divorced,3319.0,1,No,17,3,40.0,9,3,3.0,9,8,4,7
1931,45,No,Travel_Rarely,Consultants,3.0,Male,4.0,Married,19202.0,0,No,11,3,40.0,25,2,3.0,24,0,1,7
9320,31,No,Travel_Frequently,Consultants,4.0,Male,3.0,Divorced,13675.0,9,No,12,3,40.0,9,3,3.0,2,2,2,2
2312,33,No,Travel_Rarely,Consultants,4.0,Female,4.0,Married,2911.0,1,No,13,3,40.0,2,2,2.0,2,2,0,2
4044,34,No,Travel_Rarely,Consultants,4.0,Male,1.0,Married,5957.0,6,No,13,3,40.0,13,3,3.0,11,9,5,9
2122,37,No,Travel_Rarely,Consultants,2.0,Female,1.0,Married,3920.0,2,No,14,3,40.0,17,2,2.0,3,1,0,2
2113,45,No,Travel_Frequently,Consultants,4.0,Male,3.0,Married,6434.0,4,No,17,3,40.0,9,1,3.0,3,2,0,2
4853,37,Yes,Travel_Frequently,Consultants,3.0,Male,3.0,Divorced,10048.0,6,No,11,3,40.0,17,5,3.0,1,0,0,0
7615,39,No,Travel_Frequently,Consultants,4.0,Female,3.0,Single,10938.0,0,No,25,4,40.0,20,1,3.0,19,6,11,8
2964,29,No,Travel_Rarely,Consultants,3.0,Male,4.0,Single,2340.0,1,No,19,3,40.0,6,1,3.0,6,5,1,5
5033,42,No,Travel_Rarely,Consultants,2.0,Female,1.0,Single,6545.0,3,Yes,13,3,47.0,10,1,3.0,3,2,0,2
1651,29,No,Travel_Rarely,Sales,2.0,Male,4.0,Divorced,6931.0,2,No,14,3,40.0,10,2,3.0,3,2,0,2
2343,25,No,Travel_Rarely,Consultants,3.0,Female,3.0,Married,4898.0,0,No,12,3,40.0,5,3,3.0,4,2,1,2
7868,42,No,Travel_Rarely,Consultants,3.0,Female,1.0,Divorced,2593.0,0,Yes,11,3,50.0,10,4,3.0,9,6,7,8
9565,40,No,Travel_Rarely,Consultants,2.0,Male,3.0,Divorced,19436.0,0,No,19,3,40.0,22,5,3.0,21,7,3,9
6183,51,No,Travel_Rarely,Consultants,3.0,Male,4.0,Married,2723.0,1,No,11,3,40.0,1,0,2.0,1,0,0,0
5272,31,Yes,Travel_Frequently,Consultants,2.0,Male,2.0,Single,3479.0,0,No,11,3,40.0,6,2,4.0,5,4,1,4
4346,32,No,Travel_Frequently,Consultants,3.0,Male,2.0,Married,2794.0,1,No,20,4,40.0,5,3,1.0,5,1,0,3
6147,38,No,Non-Travel,Sales,2.0,Male,4.0,Married,5249.0,3,No,18,3,40.0,13,0,3.0,8,7,7,5
4910,32,No,Travel_Rarely,Consultants,1.0,Male,1.0,Single,2176.0,4,No,13,3,40.0,9,5,3.0,6,2,0,4
5351,46,No,Travel_Rarely,Sales,3.0,Female,2.0,Married,16872.0,3,Yes,12,3,51.0,28,2,2.0,7,7,7,7
7484,28,Yes,Travel_Rarely,Consultants,4.0,Male,3.0,Single,3485.0,2,No,11,3,40.0,5,5,1.0,0,0,0,0
3144,29,No,Travel_Rarely,Sales,3.0,Male,2.0,Married,6644.0,2,No,19,3,40.0,10,2,3.0,0,0,0,0
5915,31,No,Travel_Rarely,Consultants,3.0,Male,4.0,Married,5582.0,0,No,21,4,40.0,10,2,3.0,9,0,7,8
8491,25,No,Non-Travel,Consultants,2.0,Male,1.0,Divorced,4000.0,1,No,12,3,40.0,6,2,3.0,6,3,1,5
6180,45,No,Travel_Rarely,Consultants,2.0,Male,4.0,Married,13496.0,0,Yes,14,3,49.0,21,2,3.0,20,7,4,10
2188,36,No,Travel_Rarely,Consultants,3.0,Male,4.0,Married,3210.0,0,No,11,3,40.0,16,4,3.0,15,13,10,11
1152,55,No,Travel_Rarely,Consultants,3.0,Male,1.0,Single,19045.0,0,Yes,14,3,48.0,37,2,3.0,36,10,4,13
8508,47,Yes,Non-Travel,Consultants,4.0,Male,2.0,Married,11849.0,1,Yes,12,3,53.0,10,2,2.0,10,7,9,9
2638,28,No,Travel_Rarely,Consultants,3.0,Male,4.0,Married,2070.0,1,No,23,4,40.0,5,3,2.0,5,2,0,4
2200,37,No,Travel_Rarely,Sales,4.0,Male,4.0,Married,6502.0,4,No,14,3,40.0,7,5,4.0,5,4,0,1
4492,21,No,Travel_Rarely,Consultants,2.0,Male,3.0,Single,3230.0,1,No,17,3,40.0,3,4,4.0,3,2,1,0
9288,37,No,Non-Travel,Consultants,4.0,Female,4.0,Divorced,13603.0,2,Yes,18,3,49.0,15,2,3.0,5,2,0,2
9772,35,No,Travel_Rarely,Consultants,3.0,Female,2.0,Divorced,11996.0,7,No,18,3,40.0,10,6,2.0,7,7,6,2
3170,38,No,Travel_Rarely,Sales,2.0,Female,1.0,Divorced,5605.0,1,Yes,24,4,49.0,8,3,3.0,8,0,7,7
6718,26,No,Travel_Frequently,Consultants,3.0,Female,2.0,Divorced,6397.0,1,No,20,4,40.0,6,6,1.0,6,5,1,4
2127,50,No,Travel_Rarely,Consultants,1.0,Male,2.0,Divorced,19144.0,3,No,14,3,40.0,28,4,2.0,10,4,1,6
5002,53,No,Travel_Rarely,Consultants,4.0,Male,3.0,Married,17584.0,3,Yes,16,3,52.0,21,5,2.0,5,3,1,3
7054,42,No,Travel_Rarely,Sales,1.0,Male,3.0,Married,4907.0,1,No,25,4,40.0,20,3,3.0,20,16,11,6
5669,29,No,Travel_Frequently,Sales,2.0,Male,4.0,Single,4554.0,1,No,18,3,40.0,10,3,2.0,10,7,0,9
3584,55,No,Travel_Rarely,Consultants,2.0,Male,4.0,Married,5415.0,3,Yes,19,3,49.0,12,4,3.0,10,7,0,8
8179,26,No,Travel_Frequently,Consultants,2.0,Male,1.0,Married,4741.0,1,Yes,13,3,48.0,5,3,3.0,5,3,3,3
5956,37,No,Travel_Rarely,Consultants,3.0,Female,4.0,         Single,2115.0,1,No,12,3,40.0,17,3,3.0,17,12,5,7
9666,44,Yes,Travel_Frequently,Consultants,3.0,Male,3.0,Divorced,3161.0,3,Yes,22,4,67.0,19,0,1.0,1,0,0,0
1128,38,No,Travel_Rarely,Consultants,4.0,Male,4.0,Divorced,5745.0,9,No,14,3,40.0,10,2,3.0,2,2,1,2
5905,26,Yes,Travel_Rarely,Consultants,4.0,Male,2.0,Divorced,2373.0,2,Yes,13,3,50.0,5,2,3.0,3,2,0,2
2697,28,No,Travel_Rarely,Consultants,2.0,Female,4.0,Single,3310.0,1,No,21,4,40.0,5,3,3.0,5,3,0,2
3200,49,No,Travel_Frequently,Consultants,4.0,Female,1.0,Single,18665.0,9,Yes,11,3,48.0,22,4,3.0,3,2,1,2
9970,36,No,Travel_Rarely,Consultants,3.0,Male,2.0,Single,4485.0,4,No,12,3,40.0,10,2,3.0,8,0,7,7
2891,31,No,Travel_Frequently,Sales,3.0,Female,2.0,Divorced,2789.0,1,No,11,3,40.0,2,5,2.0,2,2,2,2
2753,26,Yes,Travel_Rarely,Sales,4.0,Male,4.0,Single,5828.0,1,Yes,12,3,50.0,8,0,3.0,8,7,7,4
3546,37,No,Travel_Frequently,Consultants,3.0,Male,4.0,Married,2326.0,1,Yes,12,3,53.0,4,3,2.0,4,2,1,2
5462,42,No,Travel_Frequently,Sales,3.0,Female,2.0,Married,13525.0,5,No,14,3,40.0,23,2,4.0,20,4,4,8
5616,18,Yes,Travel_Rarely,Consultants,3.0,Male,3.0,Single,1420.0,1,No,13,3,40.0,0,2,3.0,0,0,0,0
4450,35,No,Travel_Rarely,Sales,3.0,Male,2.0,Married,8020.0,0,No,15,3,40.0,12,3,2.0,11,9,6,9
6617,36,No,Travel_Frequently,Consultants,4.0,Male,4.0,Married,3688.0,4,No,18,3,40.0,4,2,3.0,1,0,0,0
4335,51,No,Travel_Rarely,Consultants,3.0,Male,2.0,Divorced,5482.0,5,No,18,3,40.0,13,3,3.0,4,1,1,2
5325,41,No,Travel_Rarely,Sales,4.0,Male,2.0,Single,16015.0,1,No,19,3,40.0,22,2,3.0,22,10,0,4
9280,18,No,Travel_Rarely,Sales,3.0,Female,3.0,Single,1200.0,1,No,12,3,40.0,0,2,3.0,0,0,0,0
9004,28,No,Travel_Rarely,Consultants,2.0,Male,1.0,Single,5661.0,0,No,19,3,40.0,9,2,3.0,8,3,0,7
5114,31,No,Travel_Rarely,Sales,3.0,Male,4.0,Married,6929.0,4,No,11,3,40.0,10,3,2.0,8,7,7,7
1832,39,No,Travel_Rarely,Consultants,3.0,Male,4.0,Divorced,9613.0,0,No,17,3,40.0,19,5,2.0,18,10,3,7
2512,36,No,Non-Travel,Consultants,4.0,Female,2.0,Married,5674.0,7,No,15,3,40.0,11,3,3.0,9,8,0,8
9810,32,No,Travel_Rarely,Sales,3.0,Male,3.0,Married,5484.0,1,No,14,3,40.0,13,3,2.0,13,8,4,8
5533,38,No,Travel_Rarely,Consultants,2.0,Female,2.0,Married,12061.0,3,No,17,3,40.0,19,2,3.0,10,8,0,1
1722,58,No,Non-Travel,Consultants,4.0,Male,3.0,Divorced,5660.0,2,Yes,13,3,49.0,12,2,3.0,5,3,1,2
1058,31,No,Travel_Rarely,Consultants,4.0,Male,4.0,Married,4821.0,0,Yes,12,3,48.0,6,4,3.0,5,2,0,3
6464,31,No,Travel_Rarely,Business Operations,3.0,Male,1.0,Married,6410.0,3,No,12,3,40.0,9,1,3.0,2,2,1,0
3143,45,No,Travel_Frequently,Consultants,3.0,Male,1.0,Divorced,5210.0,1,No,18,3,40.0,24,2,3.0,24,9,9,11
5291,31,No,Travel_Rarely,Consultants,4.0,Male,4.0,Divorced,2695.0,0,Yes,18,3,62.0,3,2,1.0,2,2,2,2
3647,33,No,Travel_Frequently,Consultants,4.0,Female,2.0,Married,11878.0,6,No,11,3,40.0,12,2,3.0,10,6,8,8
8239,39,No,Travel_Rarely,Consultants,1.0,Male,1.0,Married,17068.0,1,Yes,14,3,48.0,21,3,3.0,21,9,11,10
8007,43,No,Travel_Frequently,Consultants,4.0,Female,4.0,Single,2455.0,0,No,19,3,40.0,9,5,3.0,8,7,1,7
1158,49,No,Travel_Rarely,Consultants,2.0,Female,3.0,Single,13964.0,7,Yes,12,3,50.0,25,2,3.0,7,1,0,7
9868,52,Yes,Travel_Rarely,Consultants,4.0,Male,2.0,Married,4941.0,2,No,15,3,40.0,11,3,2.0,8,2,7,7
2232,27,No,Travel_Rarely,Consultants,3.0,Female,2.0,Single,2478.0,1,Yes,12,3,53.0,4,2,2.0,4,3,1,2
3442,32,No,Travel_Rarely,Sales,2.0,Female,2.0,Married,5228.0,1,Yes,11,3,48.0,13,2,3.0,13,12,11,9
1590,27,No,Travel_Rarely,Sales,3.0,Male,3.0,Single,4478.0,1,Yes,11,3,49.0,5,3,3.0,5,4,0,4
7049,31,No,Travel_Rarely,Sales,3.0,Male,4.0,Divorced,7547.0,4,No,12,3,40.0,13,3,3.0,7,7,1,7
3426,32,No,Travel_Rarely,Consultants,4.0,Female,4.0,Single,5055.0,7,No,16,3,40.0,10,0,2.0,7,7,0,7
8041,28,Yes,Travel_Rarely,Consultants,4.0,Male,4.0,Married,3464.0,5,Yes,13,3,55.0,5,4,2.0,3,2,2,2
3088,30,No,Travel_Rarely,Consultants,2.0,Female,4.0,Married,5775.0,1,No,13,3,40.0,11,2,3.0,10,8,1,9
1685,31,No,Travel_Frequently,Consultants,2.0,Female,3.0,Married,8943.0,1,No,24,4,40.0,10,2,3.0,10,9,8,9
6050,39,No,Travel_Frequently,Consultants,2.0,Male,4.0,Married,19272.0,1,No,15,3,40.0,21,2,3.0,21,9,13,3
6974,39,Yes,Travel_Rarely,Sales,2.0,Female,3.0,Married,5238.0,4,Yes,18,3,56.0,12,3,2.0,1,0,0,0
1653,33,No,Travel_Frequently,Sales,3.0,Male,4.0,Single,4682.0,3,No,14,3,40.0,9,6,2.0,7,7,0,1
6862,47,No,Travel_Rarely,Consultants,5.0,Male,3.0,Married,18300.0,4,No,11,3,40.0,21,2,3.0,3,2,1,1
4441,43,No,Travel_Frequently,Consultants,4.0,Female,3.0,Divorced,5257.0,1,No,11,3,40.0,9,3,4.0,9,7,0,0
5088,27,No,Non-Travel,Sales,1.0,Male,2.0,Married,6349.0,0,Yes,13,3,47.0,6,0,3.0,5,4,1,4
2684,54,No,Travel_Frequently,Consultants,4.0,Female,3.0,Single,4869.0,3,No,12,3,40.0,20,4,2.0,4,3,0,3
6794,43,No,Travel_Rarely,Consultants,3.0,Female,1.0,Married,9985.0,8,No,16,3,40.0,10,1,2.0,1,0,0,0
9782,45,No,Travel_Rarely,Consultants,4.0,Male,4.0,Married,3697.0,9,No,14,3,40.0,12,3,3.0,10,9,9,8
3532,40,No,Travel_Rarely,Sales,2.0,Male,4.0,Married,7457.0,2,Yes,22,4,52.0,6,2,2.0,4,3,0,2
4878,29,Yes,Travel_Rarely,Consultants,4.0,Male,1.0,Married,2119.0,1,Yes,11,3,53.0,7,4,2.0,7,7,0,7
3662,29,No,Travel_Rarely,Consultants,5.0,Male,4.0,Single,3983.0,0,No,17,3,40.0,4,2,3.0,3,2,2,2
3900,30,No,Travel_Rarely,Sales,3.0,Female,3.0,Divorced,6118.0,1,No,13,3,40.0,10,2,3.0,10,9,1,2
7755,27,No,Travel_Rarely,Sales,4.0,Female,2.0,Married,6214.0,1,No,18,3,40.0,8,3,3.0,8,7,0,7
1406,37,No,Travel_Rarely,Consultants,2.0,Male,4.0,Divorced,6347.0,7,No,16,3,40.0,8,2,2.0,6,2,0,4
3938,38,No,Travel_Rarely,Consultants,2.0,Male,4.0,Divorced,11510.0,0,Yes,14,3,48.0,12,3,3.0,11,10,2,9
6442,31,No,Travel_Rarely,Consultants,4.0,Female,4.0,Single,7143.0,1,Yes,14,3,54.0,11,2,2.0,11,9,4,10
7745,29,No,Travel_Rarely,Sales,1.0,Female,2.0,Divorced,8268.0,1,Yes,14,3,49.0,7,2,3.0,7,7,1,7
5065,35,No,Travel_Rarely,Consultants,4.0,Male,2.0,Single,8095.0,0,No,13,3,40.0,17,5,3.0,16,6,0,13
9893,23,No,Travel_Rarely,Consultants,1.0,Male,4.0,Divorced,2904.0,1,No,12,3,40.0,4,2,2.0,4,2,0,2
3608,41,No,Travel_Rarely,Consultants,3.0,Male,2.0,Single,6032.0,6,Yes,15,3,48.0,8,3,3.0,5,4,1,2
2771,47,No,Travel_Frequently,Sales,1.0,Male,3.0,Single,2976.0,3,No,19,3,40.0,5,3,3.0,0,0,0,0
7267,42,No,Travel_Rarely,Consultants,5.0,Female,4.0,Single,15992.0,2,No,14,3,40.0,16,2,3.0,1,0,0,0
1634,29,No,Non-Travel,Sales,3.0,Male,3.0,Married,4649.0,1,No,14,3,40.0,4,3,2.0,4,3,0,2
8711,42,No,Travel_Rarely,Business Operations,1.0,Male,3.0,Divorced,2696.0,0,Yes,11,3,50.0,4,5,3.0,3,2,1,0
4644,32,No,Travel_Rarely,Consultants,3.0,Female,2.0,Married,2370.0,1,No,13,3,40.0,8,4,3.0,8,0,0,7
4269,48,No,Travel_Rarely,Sales,1.0,Female,3.0,Married,12504.0,3,No,21,4,40.0,15,3,1.0,0,0,0,0
8541,37,No,Travel_Rarely,Consultants,3.0,Male,1.0,Divorced,5974.0,4,Yes,13,3,49.0,13,2,3.0,7,7,6,7
6728,30,No,Non-Travel,Sales,2.0,Female,3.0,Married,4736.0,7,Yes,12,3,47.0,4,2,4.0,2,2,2,2
6000,26,No,Travel_Rarely,Sales,3.0,Male,3.0,Married,5296.0,1,No,17,3,40.0,8,3,3.0,8,7,7,7
4728,42,No,Travel_Rarely,Consultants,4.0,Male,4.0,Single,6781.0,3,No,23,4,40.0,14,6,3.0,1,0,0,0
4652,21,Yes,Travel_Frequently,Sales,1.0,Female,2.0,Single,2174.0,1,Yes,11,3,52.0,3,3,3.0,3,2,1,2
1387,36,No,Non-Travel,Sales,5.0,Female,4.0,Single,6653.0,4,No,15,3,40.0,7,6,3.0,1,0,0,0
4164,36,No,Travel_Frequently,Sales,4.0,Male,4.0,Married,9699.0,4,No,11,3,40.0,16,2,3.0,13,9,1,12
7528,57,No,Travel_Rarely,Consultants,4.0,Male,3.0,Married,6755.0,2,No,11,3,40.0,15,2,3.0,3,2,1,2
6378,40,No,Travel_Rarely,Consultants,4.0,Female,3.0,Married,2213.0,3,Yes,13,3,48.0,10,3,3.0,7,7,1,7
5564,21,No,Non-Travel,Sales,2.0,Male,4.0,Single,2610.0,1,No,24,4,40.0,3,3,2.0,3,2,2,2
2137,33,Yes,Travel_Rarely,Sales,3.0,Female,3.0,Single,2851.0,1,Yes,13,3,51.0,1,2,3.0,1,0,0,0
5573,37,No,Travel_Rarely,Consultants,3.0,Female,1.0,Married,3452.0,6,No,20,4,40.0,17,3,3.0,5,4,0,3
6753,46,No,Non-Travel,Consultants,4.0,Female,3.0,Married,5258.0,2,No,14,3,40.0,7,2,4.0,1,0,0,0
9346,41,Yes,Travel_Frequently,Sales,3.0,Male,2.0,Single,9355.0,1,No,18,3,40.0,8,5,3.0,8,7,7,7
7548,50,No,Travel_Rarely,Consultants,3.0,Male,4.0,Single,10496.0,6,No,15,3,40.0,20,2,3.0,4,3,1,3
6425,40,Yes,Travel_Rarely,Sales,2.0,Male,3.0,Married,6380.0,2,Yes,12,3,50.0,8,6,3.0,6,4,1,0
1452,31,No,Travel_Rarely,Consultants,4.0,Male,2.0,Single,2657.0,0,Yes,16,3,49.0,3,5,3.0,2,2,2,2
2889,21,Yes,Travel_Rarely,Sales,3.0,Female,2.0,Single,2716.0,1,No,15,3,40.0,1,0,3.0,1,0,0,0
5279,29,No,Travel_Rarely,Consultants,3.0,Male,4.0,Single,2201.0,9,No,16,3,40.0,6,4,3.0,3,2,1,2
3925,35,No,Travel_Rarely,Consultants,4.0,Male,2.0,Single,6540.0,9,No,19,3,40.0,10,5,3.0,1,1,0,0
5349,27,No,Travel_Rarely,Consultants,2.0,Male,2.0,Divorced,3816.0,1,No,11,3,40.0,5,2,3.0,5,2,0,4
1626,28,No,Travel_Rarely,Sales,4.0,Male,4.0,Single,5253.0,1,No,16,3,40.0,7,1,3.0,7,5,0,7
2776,49,No,Travel_Rarely,Consultants,3.0,Male,3.0,Single,10965.0,8,No,24,4,40.0,26,2,3.0,5,2,0,0
8119,51,No,Travel_Rarely,Sales,2.0,Female,4.0,Married,4936.0,4,No,11,3,40.0,18,2,2.0,7,7,0,7
6663,36,No,Travel_Rarely,Consultants,3.0,Female,3.0,Married,2543.0,4,No,13,3,40.0,6,3,3.0,2,2,2,2
6139,34,Yes,Non-Travel,Sales,3.0,Male,4.0,Single,5304.0,8,Yes,13,3,56.0,9,3,2.0,5,2,0,4
8149,55,No,Travel_Rarely,Consultants,3.0,Female,4.0,Single,16659.0,2,Yes,13,3,47.0,30,2,3.0,5,4,1,2
9379,24,No,Travel_Rarely,Sales,4.0,Female,3.0,Divorced,4260.0,1,Yes,12,3,45.0,5,2,4.0,5,2,0,3
2894,30,No,Travel_Rarely,Sales,1.0,Male,2.0,Married,2476.0,1,No,18,3,40.0,1,3,3.0,1,0,0,0
7311,26,Yes,Travel_Frequently,Consultants,1.0,Male,1.0,Single,3102.0,0,No,22,4,40.0,7,2,3.0,6,4,0,4
4114,22,No,Travel_Rarely,Consultants,3.0,Female,2.0,Married,2244.0,1,No,13,3,40.0,2,1,3.0,2,1,1,2
5173,36,No,Travel_Rarely,Sales,2.0,Male,3.0,Married,7596.0,1,No,13,3,40.0,10,2,3.0,10,9,9,0
1727,30,Yes,Travel_Frequently,Consultants,3.0,Male,4.0,Single,2285.0,9,Yes,23,4,50.0,3,4,3.0,1,0,0,0
8144,37,No,Travel_Rarely,Consultants,3.0,Female,1.0,Divorced,3034.0,1,No,12,3,40.0,18,2,2.0,18,7,12,17
1027,40,No,Travel_Rarely,Sales,2.0,Female,2.0,Divorced,5715.0,7,No,12,3,40.0,8,5,3.0,5,4,1,3
9518,42,No,Travel_Rarely,Consultants,4.0,Female,1.0,Divorced,2576.0,3,No,16,3,40.0,8,5,3.0,5,2,1,2
4228,37,No,Travel_Rarely,Consultants,4.0,Male,2.0,Single,4197.0,2,Yes,12,3,51.0,18,2,2.0,1,0,0,1
6967,43,No,Travel_Rarely,Consultants,3.0,Male,2.0,Divorced,14336.0,1,No,11,3,40.0,25,3,3.0,25,10,3,9
8066,40,No,Travel_Rarely,Consultants,3.0,Female,3.0,Married,3448.0,6,No,22,4,40.0,20,3,3.0,1,0,0,0
2146,54,No,Travel_Rarely,Consultants,2.0,Male,1.0,Married,19406.0,4,No,11,3,40.0,24,4,2.0,4,2,1,2
6409,34,No,Non-Travel,Sales,4.0,Female,3.0,Married,6538.0,9,No,15,3,40.0,6,3,3.0,3,2,1,2
6143,31,No,Travel_Rarely,Consultants,2.0,Female,1.0,Married,4306.0,1,No,12,3,40.0,13,5,1.0,13,10,3,12
3041,43,No,Travel_Frequently,Consultants,3.0,Male,4.0,Married,2258.0,7,No,20,4,40.0,8,1,3.0,3,2,1,2
5920,43,No,Travel_Rarely,Consultants,4.0,Female,3.0,Divorced,4522.0,4,Yes,14,3,47.0,8,3,3.0,5,2,0,2
